,beds,sqft
227851,5 bd,
227873,9 Beds,
227882,3 Beds,
227933,Bath,
227956,Bath,
228058,Baths,
228061,Baths,
228090,2 bd,
228110,"7,749 sqft",
228121,0.62 acres,
228140,Baths,
228163,2.97 acres,
228213,0.29 acres,
228286,3 Beds,
228324,64 Beds,
228369,"2,500 sqft",
228410,2 Beds,
228436,4 bd,
228560,Baths,
228654,"5,898 sqft",
228718,1,
228730,3 bd,
228746,3 Beds,
228782,Baths,
228829,Baths,
228898,3 bd,
228944,0.79 acres,
228994,2 Beds,
229016,"5,009 sqft",
229032,3 Beds,
229049,Bath,
229102,6.24 acres,
229129,3 Beds,
229286,3 Beds,
229321,Baths,
229355,Baths,
229482,"6,206 sqft",
229606,3 bd,
229609,5 bd,
229659,Bath,
229681,3 Beds,
229711,0.27 acres,
229771,449 acres,
229858,0.31 acres,
229887,5 bd,
229904,"5,401 sqft",
229924,5 Beds,
229980,2 Beds,
230030,"5,501 sqft",
230044,10.2 acres,
230122,2,
230131,0.52 acres,
230161,2 Beds,
230223,"10,001 sqft",
230232,3,
230248,Baths,
230289,3 bd,
230355,Baths,
230356,4 Beds,
230375,"6,534 sqft",
230409,0.63 acres,
230434,"6,551 sqft",
230472,7 Beds,
230550,2 Beds,
230617,Bath,
230642,2.99 acres,
230657,4 bd,
230703,"5,000 sqft",
230709,Baths,
230711,4 Beds,
230733,2 Beds,
230789,2 bd,
230819,Bath,
230865,2 Beds,
230876, ,
231004,2 bd,
231058,0.55 acres,
231063,Baths,
231144,Baths,
231182,1 bd,
231215,3 bd,
231251,0.28 acres,
231354,0.37 acres,
231426,"4,965 sqft",
231491,Baths,
231502,1.87 acres,
231517,3,
231522,1.49 acres,
231600,Baths,
231660,3 Beds,
231669,Baths,
231673,4,
231708,3 bd,
231755,2,
231758,Baths,
231858,Bath,
231893,Baths,
231897,0.27 acres,
231903,0.41 acres,
231929,2 Beds,
231943,Baths,
231998,3 bd,
232090,0.33 acres,
232167,7.5 acres,
232173,5 Beds,
232205,4 Beds,
232207,5 bd,
232256,3 bd,
232258,2 bd,
232274,Baths,
232292,3 bd,
232355,3 Beds,
232386,4 Beds,
232457,3 Beds,
232573,1.75 acres,
232585,64 Beds,
232635,Baths,
232697,"6,272 sqft",
232708,"7,801 sqft",
232764,Baths,
232867,3.59 acres,
232902,Baths,
232972,6 Beds,
233039,0.94 acres,
233054,"3,998 sqft",
233104,"10,018 sqft",
233152,4 Beds,
233164,4 bd,
233172,3 Beds,
233249,5 bd,
233327,3 bd,
233332,Baths,
233355,2 Beds,
233392,5 bd,
233397,0.67 acres,
233467,3 bd,
233491,2 Beds,
233579,-- bd,
233612,"5,000 sqft",
233701,"7,187 sqft",
233745,0,
233847,1.24 acres,
233951,3 bd,
233986,Baths,
233994,3 bd,
234005,1.3 acres,
234027,6,
234122,3 bd,
234129,1.59 acres,
234143,2.46 acres,
234155,2 bd,
234176,"5,998 sqft",
234180,Baths,
234189,3.97 acres,
234201,3 Beds,
234216,6 bd,
234231,2 bd,
234287,Baths,
234313,4.2 acres,
234322,Bath,
234344,0.39 acres,
234368,4,
234371,3 Beds,
234385,3 Beds,
234444,Baths,
234457,"5,000 sqft",
234459,Baths,
234568,1.45 acres,
234569,1.34 acres,
234631,"2,874 sqft",
234640,5 Beds,
234762,Baths,
234772,4 bd,
234862,2 Beds,
234867,3 bd,
234899,4 Beds,
234940,"9,500 sqft",
235025,Baths,
235041,4 bd,
235131,4,
235196,3 bd,
235201,1.52 acres,
235209,2,
235249,2 Beds,
235291,"5,248 sqft",
235301,Bath,
235334,"8,999 sqft",
235338,4 Beds,
235342,Baths,
235380,"9,147 sqft",
235429,-- bd,
235575,3 Beds,
235633,2 Beds,
235656,Baths,
235693,20 acres,
235768,Baths,
235792,Baths,
235821,Baths,
235841,0.34 acres,
235856,10 Beds,
235862,3 bd,
235883,3 bd,
235899,2 Beds,
235913,12 Beds,
235970,4 bd,
235986,3 bd,
236027,2.83 acres,
236038,0.67 acres,
236125,Baths,
236174,4,
236186,Baths,
236310,3 bd,
236323,5 Beds,
236556,1.27 acres,
236605,Baths,
236608,0,
236673,Baths,
236701,3 Beds,
236778,"4,120 sqft",
236813,4 Beds,
236961,3 Beds,
236983,23.56 acres,
236992,Baths,
236997,"8,001 sqft",
237050,3 bd,
237125,"10,018 sqft",
237127,6,
237174,7 Beds,
237182,-- bd,
237195,Bath,
237267,0.37 acres,
237343,Bath,
237344,2 Beds,
237351,Bath,
237442,0.59 acres,
237496,3,
237500,0.54 acres,
237514,5 acres,
237526,5 Beds,
237566,2 bd,
237622,"9,901 sqft",
237628,0.7 acres,
237680,3 Beds,
237704,Baths,
237754,3 Beds,
237757,5 bd,
237761,0.25 acres,
237769,Baths,
237821,2 Beds,
237982,"4,356 sqft",
238004,2 Beds,
238050,3 bd,
238086,-- bd,
238089,1 bd,
238147,2 Beds,
238259,Baths,
238304,2,
238400,Bath,
238424,Baths,
238446,5 Beds,
238539,0.29 acres,
238549,1 bd,
238593,22.72 acres,
238658,Bath,
238661,0.6 acres,
238726,0,
238782,6,
238827,2 bd,
238839,Baths,
238841,4,
238867,"1,188 sqft",
238916,3 bd,
238918,3 bd,
238928,"5,749 sqft",
238959,Baths,
239004,Baths,
239008,64 Beds,
239018,Bath,
239025,"5,998 sqft",
239080,2 Beds,
239093,6,
239097,3.31 acres,
239136,2,
239166,4 Beds,
239181,Baths,
239218,3 bd,
239242,1 acre,
239337,Baths,
239513,3 Beds,
239526,3 bd,
239557,0.28 acres,
239610,"7,949 sqft",
239615,0.35 acres,
239654,Baths,
239698,Baths,
239701,Baths,
239765,Baths,
239771,Baths,
239789,Baths,
239798,-- bd,
239802,"7,000 sqft",
239853,3 Beds,
239935,1,
240049,Bath,
240084,0.34 acres,
240112,3 bd,
240194,Baths,
240210,Baths,
240276,5 bd,
240292,0.57 acres,
240338,Baths,
240359,448 sqft,
240399,Baths,
240400,2 Beds,
240409,2.23 acres,
240530,-- bd,
240532,3 bd,
240544,4 bd,
240625,2 Beds,
240680,Baths,
240726,5 Beds,
240766,4 bd,
240790,2.22 acres,
240885,2 Beds,
240893,6 Beds,
240920,4 bd,
240934,1,
240944,3 bd,
240955,3 bd,
240972,7 Beds,
241023, ,
241086,"7,440 sqft",
241117,4 Beds,
241122,2.1 acres,
241134,5 Beds,
241185,4 Beds,
241256,Baths,
241328,6.03 acres,
241352,Bath,
241353,Baths,
241354,Baths,
241363,3 bd,
241390,4,
241410,3 Beds,
241417,"9,147 sqft",
241450,2,
241480,3 Beds,
241545,Baths,
241596,3.1 acres,
241608,Baths,
241671,0.28 acres,
241685,"5,898 sqft",
241730,3 bd,
241774,Bath,
241810,4 Beds,
241850,2 bd,
241866,0,
241918,2 Beds,
241976,7 Beds,
242042,9 Beds,
242065,0.27 acres,
242079,"10,001 sqft",
242217,"9,517 sqft",
242393,0.59 acres,
242443,1.1 acres,
242575,Baths,
242587,6 bd,
242592,3 bd,
242685,8 Beds,
242766,6 Beds,
242819,4 bd,
242863,0.45 acres,
242954,2 Beds,
242957,1 acre,
242964,Baths,
242984,2 Beds,
243079,-- bd,
243217,0.92 acres,
243228,Baths,
243255,64 Beds,
243283,0,
243304,Baths,
243313,Baths,
243320,0.35 acres,
243413,3 bd,
243439,2,
243464,Bath,
243569,"2,178 sqft",
243631,Bath,
243673,3 Beds,
243684,Baths,
243765,3 bd,
243846,"2,922 sqft",
243851,-- bd,
244001,Bath,
244014,5 acres,
244020,1,
244102,-- bd,
244134,3 Beds,
244162,-- bd,
244166,"10,171 sqft",
244199,-- sqft,
244211,4 Beds,
244240,3 bd,
244243,2 Beds,
244275,3 Beds,
244311,"6,751 sqft",
244379,9.06 acres,
244385,3 Beds,
244405,1.5 acres,
244422,2 bd,
244430,3 bd,
244461,2.63 acres,
244539,Baths,
244643,"5,000 sqft",
244659,"9,252 sqft",
244676,Baths,
244735,Baths,
244830,7 bd,
244842,-- bd,
244901,1.02 acres,
244953,"5,662 sqft",
245068,Baths,
245105,0,
245183,2 Beds,
245193,3 Beds,
245208,6 Beds,
245243,5 Beds,
245256,3 Beds,
245339,Bath,
245349,0.54 acres,
245378,34,
245385,0.37 acres,
245448,3 Beds,
245486,-- sqft,
245495,"4,451 sqft",
245523,4 bd,
245530,4 bd,
245615,3 Beds,
245634, ,
245663,6 Beds,
245706,"4,552 sqft",
245729,5 bd,
245765,4 acres,
245769,0.31 acres,
245772,2,
245782,2 Beds,
245787,Baths,
245810,"7,924 sqft",
245834,0.32 acres,
245858,Bath,
245901,"6,969 sqft",
245908,2 Beds,
245946,Bath,
246047,7 Beds,
246076,0.6 acres,
246120,-- sqft,
246236,Baths,
246351,Baths,
246371,Baths,
246515,0.67 acres,
246541,10 Beds,
246549,4 Beds,
246562,-- sqft,
246563,2,
246639,1.03 acres,
246645,Baths,
246680,2 Beds,
246758,"5,227 sqft",
246770,0,
246823,Bath,
246826,0.54 acres,
246870,5 Beds,
246876,4 Beds,
246914,6 bd,
246994,0.48 acres,
247002,Baths,
247018,Baths,
247041,Bath,
247045,2 bd,
247111,100 sqft,
247121,4 bd,
247122,Baths,
247230,2,
247237,-- bd,
247344,"7,753 sqft",
247352,3 bd,
247369,Baths,
247437,"6,098 sqft",
247440,6.06 acres,
247480,"8,498 sqft",
247564,3 Beds,
247572,0.79 acres,
247788,2 Beds,
247838,4 bd,
247840,Baths,
247876,2 Beds,
247908,2 Beds,
247956,Baths,
247964,"10,881 sqft",
247981,6.28 acres,
248099,2 bd,
248129,"7,056 sqft",
248161,"7,666 sqft",
248206,"1,690 sqft",
248210,4 Beds,
248222,4 Beds,
248326,5 bd,
248348,3 Beds,
248390,1 bd,
248396,Baths,
248417,2 Beds,
248435,3 Beds,
248461,Baths,
248465,3 bd,
248466,1.52 acres,
248516,1.75 acres,
248601,4 bd,
248714,6 Beds,
248731,Baths,
248740,3 bd,
248802,3 Beds,
248821,0,
248841,"3,998 sqft",
248843,"2,896 sqft",
248898,"7,309 sqft",
248927,Baths,
248961,-- bd,
248996,2 Beds,
249031,Baths,
249199,2 Beds,
249204,4 bd,
249221,5 Beds,
249234,3 bd,
249277,2,
249286,Baths,
249309,"9,748 sqft",
249400,1.01 acres,
249412,3 Beds,
249413,2 Beds,
249429,4 bd,
249444,Baths,
249490,3 bd,
249588,"6,189 sqft",
249632,3 bd,
249672,1.33 acres,
249707,Bath,
249746,2 acres,
249809,3 bd,
249841,2 bd,
249848,Baths,
249850,Baths,
249855,3 bd,
249877,2 Beds,
250005,Baths,
250106,3 Beds,
250113,Bath,
250145,"2,395 sqft",
250179,2,
250189,2 Beds,
250226,2 Beds,
250306,Baths,
250377,Baths,
250436,-- sqft,
250489,2,
250576,2.12 acres,
250579,Bath,
250596,2 Beds,
250618,2 Beds,
250623,0,
250627,Baths,
250640,-- sqft,
250690,1,
250695,"3,998 sqft",
250722,4 Beds,
250779,Baths,
250780,4,
250783,"6,250 sqft",
250873,1.58 acres,
250953,Baths,
250956,3 bd,
250993,Bath,
251003,3 Beds,
251041,3 bd,
251098,Baths,
251125,7,
251156,Baths,
251179,"7,405 sqft",
251192,3,
251243,Baths,
251261,"7,749 sqft",
251315,3 bd,
251358,0.4 acres,
251482,5 bd,
251522,4 bd,
251548,2 Beds,
251737,Baths,
251799,4,
251824,Baths,
251921,"9,661 sqft",
251999,Baths,
252005,3,
252006,Bath,
252039,Baths,
252059,4 bd,
252088,"6,098 sqft",
252090,3 bd,
252122,"6,272 sqft",
252156,1 acre,
252180,4.99 acres,
252190,2,
252222,Baths,
252236,4 bd,
252308,Baths,
252328,3 Beds,
252454,Baths,
252530,0.92 acres,
252605,3 bd,
252648,4 bd,
252683,Baths,
252691,0,
252730,4 Beds,
252732,0.5 acres,
252761,Bath,
252772,Bath,
252816,2 bd,
252819,3 bd,
252845,"4,399 sqft",
252873,"8,938 sqft",
252880,4 bd,
252912,0.4 acres,
252913,6 Beds,
252928,0.63 acres,
253036,Baths,
253068,Baths,
253093,"7,801 sqft",
253138,12.2 acres,
253176,3 bd,
253218,3,
253369,0.44 acres,
253400,"10,001 sqft",
253420,Baths,
253423,4 Beds,
253425,1 bd,
253435,9.97 acres,
253537,2 bd,
253690,3 Beds,
253724,3 bd,
253758,1.27 acres,
253849,Baths,
253870,6 Beds,
253873,3 Beds,
253886,"7,440 sqft",
253917,3 Beds,
253922,3 Beds,
253946,0.72 acres,
253966,0.39 acres,
253981,2 Beds,
253987,2 Beds,
254007,2 Beds,
254022,Baths,
254058,2,
254094,0.33 acres,
254104,Bath,
254189,Baths,
254268,4 bd,
254314,0.38 acres,
254412,9 Beds,
254516,4 Beds,
254552,2 bd,
254561,"4,791 sqft",
254606,3,
254610,2 Beds,
254616,3,
254660,Baths,
254663,Baths,
254753,0.42 acres,
254756,3 bd,
254810,5 Beds,
254906,Baths,
254927,4,
254931,1.65 acres,
254949,Baths,
254956,Baths,
254984,"7,405 sqft",
255008,1 bd,
255012,"7,849 sqft",
255090,1.03 acres,
255137,2.39 acres,
255139,0.43 acres,
255307,Baths,
255311,0.58 acres,
255353,"5,000 sqft",
255418,5 bd,
255433,"4,477 sqft",
255439,"5,009 sqft",
255452,0.27 acres,
255458,Bath,
255459,"9,748 sqft",
255521,1,
255566,3 Beds,
255573,10.57 acres,
255602,3 bd,
255633,"5,662 sqft",
255764,0,
256029,2 Beds,
256033,1,
256039,4 Beds,
256046,Baths,
256084,2 bd,
256099,8 Beds,
256121,12.08 acres,
256210,"6,098 sqft",
256238,2,
256299,Baths,
256320,5 Beds,
256326,Baths,
256425,2 bd,
256453,52 acres,
256469,0.47 acres,
256487,"5,000 sqft",
256499,Baths,
256598,-- bd,
256673,2 Beds,
256806,Bath,
256870,3 bd,
256874,1.04 acres,
256915,2 bd,
256942,-- sqft,
256952,4,
257083,Baths,
257139,0.32 acres,
257172,"9,208 sqft",
257204,2 Beds,
257362,0,
257384,2.73 acres,
257387,0,
257438,Baths,
257452,"4,791 sqft",
257461,Baths,
257494,Baths,
257557,5 Beds,
257570,Bath,
257609,3 Beds,
257653,Bath,
257859,0.37 acres,
257888,Baths,
257900,Baths,
257926,"5,000 sqft",
257988,"6,250 sqft",
258019,3 bd,
258052,1.03 acres,
258076,Bath,
258130,Baths,
258142,3.62 acres,
258199,4 Beds,
258250,3 bd,
258295,4 Beds,
258349,2,
258375,Baths,
258500,-- sqft,
258516,64 Beds,
258527,"1,742 sqft",
258617,0.8 acres,
258621,Baths,
258629,0,
258638,4 bd,
258668,Baths,
258683,3,
258771,2 bd,
258789,3 bd,
258810,"6,899 sqft",
258822,Baths,
258836,Baths,
258883,0.47 acres,
258925,Baths,
258949,Baths,
259038,3 Beds,
259065,1 acre,
259081,2 Beds,
259091,"4,791 sqft",
259117,5,
259120,Baths,
259136,1.19 acres,
259204,4 Beds,
259244,1.61 acres,
259297,14.75 acres,
259339,Baths,
259363,3 Beds,
259378,6 Beds,
259450,0.37 acres,
259483,3 bd,
259487,"7,853 sqft",
259510,0.66 acres,
259542,2 bd,
259545,0.4 acres,
259571,-- bd,
259574,2 Beds,
259621,3 bd,
259660,Bath,
259787,3 bd,
259855,"5,148 sqft",
260034,3 bd,
260059,Bath,
260063,2 bd,
260064,Baths,
260083,21.21 acres,
260089,2 Beds,
260114,4 bd,
260120,3 bd,
260122,-- sqft,
260143,0.34 acres,
260176,4 bd,
260414,Baths,
260422,4,
260447,4 Beds,
260473,3 Beds,
260476,"5,248 sqft",
260482,3 bd,
260495,2 Beds,
260534,Bath,
260554,Baths,
260568,5,
260643,3 Beds,
260691,5 Beds,
260723,5 bd,
260795,3 Beds,
260886,-- bd,
260928,0,
260933,5,
261037,3 bd,
261053,2 Beds,
261059,"8,276 sqft",
261069,1.92 acres,
261070,1,
261161,3 Beds,
261162,0.71 acres,
261225,0,
261226, ,
261270,Baths,
261307,Baths,
261436,3 bd,
261437, ,
261486,3 bd,
261542,3 bd,
261637,3,
261666,"7,614 sqft",
261678,3,
261700,3 bd,
261721,Bath,
261749,6 Beds,
261810,Baths,
261839,Baths,
261955,Baths,
262014,3 Beds,
262042,3 Beds,
262128,3 Beds,
262192,1,
262203,3,
262206,3,
262342,"3,998 sqft",
262345,2 bd,
262347,-- sqft,
262395,Baths,
262439,18 Beds,
262445,2,
262503,3 Beds,
262532,3 bd,
262537,6 acres,
262540,0.48 acres,
262577,2.5 acres,
262582,4 bd,
262591,2 Beds,
262624,"10,358 sqft",
262646,Baths,
262662,Baths,
262680,"6,141 sqft",
262872,3 bd,
262879,-- sqft,
262933,3 bd,
262974,4 bd,
262993,2 Beds,
263001,3 bd,
263026,Baths,
263056,1.38 acres,
263087,Baths,
263107,"5,009 sqft",
263118,2 Beds,
263170,3 bd,
263272,0.99 acres,
263307,2 bd,
263316,"7,535 sqft",
263357,3 bd,
263437,3 bd,
263532,5 Beds,
263537,3 bd,
263551,3 Beds,
263562,2 Beds,
263580,Baths,
263674,3 bd,
263702,4 Beds,
263704,2.86 acres,
263897,1 bd,
263919,3 Beds,
263971,"8,276 sqft",
263985,Baths,
264048,0.41 acres,
264139,1.61 acres,
264169,"5,619 sqft",
264196,2,
264224,Bath,
264307,2 bd,
264355,6,
264357,"6,359 sqft",
264358,0,
264398,5 Beds,
264532,Baths,
264627,4.45 acres,
264677,3 bd,
264682,0.32 acres,
264700,5 Beds,
264793,2 Beds,
264803,4 Beds,
264833,Baths,
264851,"3,968 sqft",
264853,0,
264865,0.98 acres,
264893,Baths,
264905,Baths,
264909,4 bd,
264956,-- bd,
264962,"8,712 sqft",
264972,Baths,
264977,4 Beds,
265012,Baths,
265067,"8,712 sqft",
265113,Baths,
265118,2 bd,
265185,"7,949 sqft",
265205,2 Beds,
265224,1.33 acres,
265225,3 Beds,
265229,Bath,
265472,-- bd,
265476,"5,719 sqft",
265519,Baths,
265605,"10,001 sqft",
265624,Baths,
265631,"5,601 sqft",
265655,"9,997 sqft",
265656,4 Beds,
265706,1.02 acres,
265825,4 Beds,
265850,0,
265888,2 Beds,
265891,"8,498 sqft",
265949,2 Beds,
266005,-- bd,
266028,4 bd,
266166,Baths,
266181,Baths,
266190,50 acres,
266199,4 bd,
266289,Baths,
266310,4.76 acres,
266395,1,
266422,3 acres,
266447,Bath,
266490,0.29 acres,
266491,3 Beds,
266521,Baths,
266529,Baths,
266644,4 bd,
266663,Bath,
266715,-- bd,
266721,Baths,
266745,Baths,
266771,3 Beds,
266852,"5,000 sqft",
266883,3,
266926,2 Beds,
266942,4 bd,
267004,-- bd,
267059,Baths,
267123,Baths,
267129,Baths,
267150,5 bd,
267258,64 Beds,
267310,2 Beds,
267392,3 Beds,
267395,Baths,
267483,"10,132 sqft",
267538,2.76 acres,
267642,Baths,
267704,0.72 acres,
267718,3 bd,
267745,2 bd,
267776,1,
267786,1 bd,
267880,0.41 acres,
267912,0.38 acres,
267982,"7,078 sqft",
268016,"8,790 sqft",
268021,Baths,
268022,1 bd,
268155,3 Beds,
268158,4 bd,
268186,-- bd,
268230,0.26 acres,
268262,2 bd,
268309,4 Beds,
268325,0.35 acres,
268360,0.85 acres,
268364,2 Beds,
268413,3 bd,
268432,Baths,
268455,0.3 acres,
268502,5 Beds,
268511,Baths,
268517,4 bd,
268519,3,
268586,3 Beds,
268617,0.34 acres,
268620,22 acres,
268680,2,
268701,6 Beds,
268719,3 bd,
268761,Baths,
268767,4.67 acres,
268777,5.36 acres,
268791,"6,534 sqft",
268816,4,
268835,1.06 acres,
268852,1.12 acres,
268853,2.07 acres,
268855,"10,062 sqft",
268858,1.17 acres,
268905,"6,351 sqft",
268934,2 Beds,
268964,Baths,
268984,1.13 acres,
269056,3 bd,
269072,"3,320 sqft",
269081,2 Beds,
269091,3 Beds,
269095,6.6 acres,
269152,"8,886 sqft",
269195,2 bd,
269212,0.27 acres,
269285,"5,501 sqft",
269361,6.15 acres,
269391,"5,566 sqft",
269496,"4,199 sqft",
269570,3 bd,
269587,2 Beds,
269636,3 bd,
269640,2 Beds,
269661,"5,000 sqft",
269672,3 Beds,
269709,4 bd,
269748,3 bd,
269822,"7,143 sqft",
269854,3 bd,
269885,0.72 acres,
269917,3 Beds,
269947,0.29 acres,
270043,Baths,
270058,4 bd,
270062,5 acres,
270076,0.48 acres,
270134,Baths,
270170,Baths,
270210,3,
270299,"6,547 sqft",
270348,2 bd,
270398,6 Beds,
270451,3,
270464,Baths,
270474,3 Beds,
270479,-- bd,
270528,"10,301 sqft",
270551,6.22 acres,
270556,"4,499 sqft",
270601,Baths,
270668,2,
270670,Baths,
270679,2 bd,
270775,Baths,
270796,Bath,
270819,"9,243 sqft",
270909,-- bd,
270936,3.53 acres,
271007,2,
271019,3 bd,
271029,Baths,
271080,4 bd,
271163,2 Beds,
271170,Bath,
271180,Baths,
271294,"6,098 sqft",
271307,5 bd,
271322,2 bd,
271376,Bath,
271389,-- sqft,
271447,6 Beds,
271485,3 Beds,
271503,"5,079 sqft",
271531,3 Beds,
271542,Baths,
271631,-- sqft,
271789,2 Beds,
271864,1.05 acres,
271951,0.86 acres,
271983,2 Beds,
272035,4 Beds,
272215,"10,018 sqft",
272218,0.36 acres,
272226,7 Beds,
272326,"5,009 sqft",
272373,Baths,
272401,6 Beds,
272426,2,
272466,3 Beds,
272589,Baths,
272599,6,
272619,4 Beds,
272685,-- bd,
272700,3 bd,
272710,-- bd,
272731,4 Beds,
272756,2,
272762,2 Beds,
272773,3,
272848,4,
272910,4 Beds,
272922,-- sqft,
272981,-- bd,
273009,3 Beds,
273030,2 Beds,
273033,Baths,
273106,"9,583 sqft",
273140,"5,148 sqft",
273142,3 bd,
273157,Bath,
273180,123.78 acres,
273196,2,
273275,3 bd,
273295,"5,039 sqft",
273298,"3,794 sqft",
273349,4 bd,
273350,Baths,
273390,2.97 acres,
273478,3 bd,
273484,2 Beds,
273520,Baths,
273570,4,
273675,-- sqft,
273690,2 Beds,
273792,5 Beds,
273799,1.03 acres,
273852,"4,878 sqft",
273856,Baths,
273927,"5,000 sqft",
273929,"7,723 sqft",
273996,"4,878 sqft",
274006,1 acre,
274086,4,
274090,0.61 acres,
274102,"5,009 sqft",
274109,2 Beds,
274111,Baths,
274148,1.08 acres,
274151,Baths,
274220,8 Beds,
274224,Baths,
274236,Baths,
274353,3 bd,
274378,Baths,
274451,Bath,
274511,"5,501 sqft",
274543,0.27 acres,
274643,2 Beds,
274687,0.5 acres,
274705,3 Beds,
274706,"10,001 sqft",
274727,2.71 acres,
274812,Baths,
274832,"10,201 sqft",
274859,2.4 acres,
274870,Baths,
274912,3.84 acres,
274968,"7,392 sqft",
275044,2 bd,
275072,9.35 acres,
275148,"7,200 sqft",
275182,Baths,
275212,Baths,
275236,13.61 acres,
275257,Baths,
275287,0.62 acres,
275305,10 acres,
275410,2.87 acres,
275454,"6,054 sqft",
275455,3 bd,
275471,"3,484 sqft",
275491,6 Beds,
275532,1 bd,
275611,4 Beds,
275613,0.46 acres,
275638,1.49 acres,
275692,"8,712 sqft",
275822,4 bd,
276054,0.32 acres,
276122,0.3 acres,
276123,1,
276332,2 Beds,
276340,4 bd,
276365,3 bd,
276461,3 Beds,
276653,0.46 acres,
276707,0.26 acres,
276871,2 bd,
276903,150 acres,
276931,3 Beds,
277025,Bath,
277028,4 Beds,
277060,3 bd,
277080,Baths,
277093,4,
277119,Baths,
277186,0,
277217,Baths,
277257,Baths,
277304,Bath,
277318,"7,840 sqft",
277364,1 bd,
277391,4 Beds,
277403,3 Beds,
277414,5 Beds,
277449,Baths,
277451,"7,853 sqft",
277472,2 Beds,
277494,0.3 acres,
277510,Baths,
277525,Bath,
277541,Baths,
277568,3 bd,
277572,-- bd,
277622,-- bd,
277648,-- bd,
277664,0.28 acres,
277700,Bath,
277701,2 bd,
277728,Bath,
277756,1.55 acres,
277771,4,
277781,2,
277794,"5,000 sqft",
277803,Baths,
277809,4 bd,
277901,Baths,
277904,-- bd,
277913,Bath,
277947,2,
277987,3,
277997,Baths,
278026,Baths,
278043,1.24 acres,
278160,3,
278199,0.32 acres,
278340,-- bd,
278374,"2,874 sqft",
278388,3 Beds,
278449,"2,874 sqft",
278472,5.13 acres,
278508,"5,000 sqft",
278544,4 bd,
278560,Baths,
278638,"5,183 sqft",
278772,4 bd,
278777,1 bd,
278823,3 Beds,
278883,Baths,
278968,1 acre,
279001,-- bd,
279037,3 bd,
279064,5 Beds,
279204,4 Beds,
279219,Baths,
279249,"8,581 sqft",
279314,2 Beds,
279337,5 Beds,
279410,Baths,
279420,3 bd,
279533,"10,402 sqft",
279536,4 Beds,
279549,Baths,
279559,0.85 acres,
279622,"3,001 sqft",
279640,Baths,
279650,2 Beds,
279715,Baths,
279762,2 bd,
279804,5,
279814,3,
279850,-- bd,
279895,2 Beds,
279917,2 bd,
280000,5 Beds,
280073,3 Beds,
280124,"5,000 sqft",
280175,2.24 acres,
280194,Baths,
280235,Baths,
280244,"1,498 sqft",
280336,"3,484 sqft",
280345,Baths,
280353,"8,232 sqft",
280358,Baths,
280359,1.52 acres,
280366,5.59 acres,
280369,0.46 acres,
280455,2 bd,
280634,2,
280663,0,
280705,0.35 acres,
280749,Baths,
280808,"6,534 sqft",
280828,2,
280831,12 bd,
280952,0.31 acres,
281067,"9,517 sqft",
281074,Bath,
281097,0.32 acres,
281131,"7,200 sqft",
281167,2 Beds,
281171,Baths,
281381,0.45 acres,
281382,0.46 acres,
281417,2 bd,
281421,"10,001 sqft",
281461,Baths,
281488,-- bd,
281511,Baths,
281593,2,
281594,2 Beds,
281613,0.34 acres,
281668,0.69 acres,
281719, ,
281736,2 Beds,
281758,144 acres,
281801,3 bd,
281842,0,
281868,0.33 acres,
281907,1 bd,
281909,"7,405 sqft",
281949,Baths,
281975,Baths,
281993,2 Beds,
282056,Baths,
282060,0.69 acres,
282076,"6,534 sqft",
282142,0,
282188,6 Beds,
282243,"4,356 sqft",
282277,0,
282304,"5,401 sqft",
282326,Baths,
282353,0.3 acres,
282366,"5,000 sqft",
282448,5 Beds,
282558,1 bd,
282565,"4,878 sqft",
282650,2 Beds,
282661,2.9 acres,
282698,Bath,
282728,Baths,
282909,2,
282946,-- bd,
283092,12 Beds,
283194,"7,679 sqft",
283212,2 Beds,
283298,2 Beds,
283316,2.75 acres,
283443,1 bd,
283448,23.39 acres,
283496,3 Beds,
283580,3,
283596,"8,123 sqft",
283615,4 Beds,
283630,4 bd,
283658,"9,000 sqft",
283677,2 bd,
283739,Baths,
283820,"10,454 sqft",
283835,Baths,
283929,1.63 acres,
283931,5,
283940,Baths,
283960,1 bd,
284044,5 Beds,
284068,2 bd,
284137,Baths,
284149,4 bd,
284277,0.33 acres,
284297,3 bd,
284378,2 Beds,
284380,4 bd,
284423,"10,855 sqft",
284461,Baths,
284466,3 Beds,
284550,Baths,
284627,"5,662 sqft",
284635,0.42 acres,
284673,Baths,
284744,20 acres,
284811,2 Beds,
284829,Bath,
284849,"6,969 sqft",
284858,7 Beds,
284927,2 Beds,
284938,4 Beds,
284955,2 bd,
285048,0,
285104,Baths,
285131,4 bd,
285149,3 Beds,
285157,Baths,
285174,5 Beds,
285183,2 Beds,
285200,0,
285217,0.27 acres,
285275,9 Beds,
285317,"4,800 sqft",
285392,2 Beds,
285421,Baths,
285472,3 Beds,
285489,9 Beds,
285501,4 Beds,
285604,Bath,
285649,7 Beds,
285682,0.64 acres,
285726,6.79 acres,
285741,4 bd,
285794,"4,931 sqft",
285882,3 bd,
285894,3 bd,
285930,Bath,
286016,0.63 acres,
286035,2 bd,
286120,0.37 acres,
286123,Baths,
286132,4 Beds,
286144,Baths,
286224,0.48 acres,
286229,Baths,
286273,13 Beds,
286300,0.53 acres,
286374,3 Beds,
286413,"10,201 sqft",
286414,0.9 acres,
286524,"4,486 sqft",
286561,1.2 acres,
